id,external_source,name,alias,description,difficulty,meal_type,cuisine,dietary_tags,servings,prep_time,cook_time,calories_per_serving,protein,instructions,image_url,local_image,enabled,verified,verification_status,confidence_score
6252,recipeapi,Almejas Al Natural,Natural Clams,"Almejas al Natural is a simple Spanish seafood dish featuring fresh clams steamed in water with garlic and parsley, highlighting their natural flavors.",easy,main,spanish,gluten_free|dairy_free|nut_free|halal,4,10,10,150,20,"Clean the clams thoroughly by rinsing them under cold water and scrubbing the shells to remove sand and debris. | In a large pot, pour the water and bring it to a boil over high heat. | Add the clams to the boiling water along with the sliced garlic, chopped parsley, and a pinch of salt. | Cover the pot and steam the clams until they open, about 5 to 7 minutes. Discard any clams that do not open. | Remove the clams from the pot and place them in a serving bowl. | Drizzle with olive oil and sprinkle additional fresh parsley on top for garnish. | Serve immediately with lemon wedges on the side for squeezing over the clams.",https://pixabay.com/get/gdf22380958c39b0f4daf99c1be64bbd902de456ebc158d09195e1aeca99ac566ac9017319ba6e8891d2a7aef0df3e4fe6e7378857afe065868e65bd97caaeaac_640.jpg,food_dataset_v2\recipe_images\6252_almejas_al_natural.jpg,True,True,AUTO_IMPORTED,0.95
5688,recipeapi,Almejas Con Arroz,Clams with Rice,"Almejas con Arroz is a traditional Spanish dish featuring fresh clams cooked with short-grain rice in a flavorful tomato and garlic sauce, enhanced with white wine and parsley.",medium,main,spanish,gluten_free|dairy_free|nut_free,4,15,30,280,18,"Rinse the clams thoroughly under cold water to remove any sand or grit and soak them in salted water for 30 minutes, then drain. | Heat olive oil in a large pan over medium heat and sauté finely chopped garlic and onion until translucent. | Add diced tomato and cook until it softens and the mixture becomes saucy. | Pour in white wine and let it reduce slightly for a couple of minutes. | Add short-grain rice to the pan and stir to coat with the sauce and oil. | Slowly add seafood broth (or water) in increments, allowing the rice to absorb the liquid gradually while stirring occasionally. | When the rice is halfway cooked, add the clams to the pan, cover, and cook until the clams open. | Sprinkle chopped fresh parsley over the dish, season with salt, and stir gently to combine. | Discard any clams that did not open, and serve the clams with rice hot.",https://pixabay.com/get/ga3158b27a7b441884e3e6395592aef32725fa79e39b22a94b051367ef309bbb37c25380c4f46e38d8859d76be9aedc05853c0805ad722402678aca0cd4233efd_640.jpg,food_dataset_v2\recipe_images\5688_almejas_con_arroz.jpg,True,True,AUTO_IMPORTED,0.95
5707,recipeapi,Almejas a La Bulhão Pato,Galician Clams,"Almejas a la Bulhão Pato is a traditional Portuguese dish featuring fresh clams cooked in a fragrant sauce of garlic, white wine, lemon juice, and fresh coriander, originating from the Bulhão Pato region and beloved for its bright and zesty flavors.",easy,main,spanish,gluten_free|dairy_free|nut_free,4,15,10,150,25,"Clean the clams thoroughly by soaking them in cold water with salt for about 30 minutes to expel sand, then rinse under running water. | Heat olive oil in a large pan over medium heat and add the minced garlic, sautéing until fragrant but not browned. | Add the clams to the pan and pour in the white wine and lemon juice, then cover the pan with a lid. | Steam the clams until they open, about 5 to 7 minutes, shaking the pan occasionally to ensure even cooking. | Once the clams have opened, discard any that remain closed and sprinkle chopped fresh coriander over the clams. | Season with salt and freshly ground black pepper to taste, toss gently to mix, and remove from heat. | Serve the clams hot with crusty bread to soak up the flavorful sauce.",https://pixabay.com/get/g4937c07f07fc7822fe2df402c5787753279cf72d12074f1ce76d6c681b48ac7ad1f171153352ce3454fd4c2b794d1466cea1b0cf5a565923bb13ab78a0399d91_640.jpg,food_dataset_v2\recipe_images\5707_almejas_a_la_bulhão_pato.jpg,True,True,AUTO_IMPORTED,0.95
5899,recipeapi,Almendrados,Almond Cookies,"Almendrados are traditional Spanish almond cookies known for their chewy texture and rich almond flavor, made mostly with ground almonds and egg whites.",medium,dessert,spanish,gluten_free|nut_free,12,15,20,150,5,"Preheat the oven to 180°C (350°F) and line a baking sheet with parchment paper. | Coarsely chop the almonds if they are whole, then toast them lightly in a dry pan over medium heat until fragrant. Let them cool. | In a mixing bowl, beat the egg whites with a pinch of salt until they form soft peaks. | Gradually add the sugar and continue beating until stiff peaks form and the mixture is glossy. | Gently fold in the ground almonds and the toasted chopped almonds into the egg white mixture, taking care not to deflate the batter. | Using a spoon or your hands, form small balls of the mixture and place them onto the prepared baking sheet, spacing them apart. | Bake the cookies for about 15-20 minutes or until they are lightly golden on the edges but still soft inside. | Remove from the oven and let the cookies cool completely on the baking sheet before transferring them to a wire rack for storage.",https://pixabay.com/get/gd6fb22bc7585395dfac7f64413f93268a406878a16f609f700f5f6b07b3c9706473e1456e27f1b22c3993e477e332b2ee2d4a5b408e495c52d79a6d964665dc6_640.jpg,food_dataset_v2\recipe_images\5899_almendrados.jpg,True,True,AUTO_IMPORTED,0.95
3038,recipeapi,Bamee Kiew Goong,Wonton Shrimp Egg Noodle Classic,"Bamee Kiew Goong is a classic Thai-Chinese dish featuring delicate shrimp wontons served over egg noodles with a flavorful clear broth, garnished with fresh herbs. It is a comforting and popular noodle soup celebrated for its tender shrimp filling and balanced flavors.",medium,main,thai,gluten_free|nut_free|halal,4,20,15,320,22,"Start by preparing the wonton wrappers: place a small amount of shrimp filling in the center of each wrapper and fold to seal tightly, forming wontons. | Bring a large pot of water to boil and cook the wontons for 4-5 minutes until they float to the surface and are cooked through, then drain and set aside. | In another pot, blanch the egg noodles in boiling water for 1-2 minutes until just tender, then drain and set aside. | Heat vegetable oil in a wok or large pan over medium heat, add chopped garlic and sauté until fragrant. | Add the cooked noodles to the wok, season with light soy sauce and a dash of pepper, and toss to coat evenly. | In a separate pot, prepare clear broth by simmering chicken stock with a few sprigs of cilantro and a pinch of white pepper. | To serve, place the noodles in a bowl, add the cooked wontons on top, and pour the hot clear broth over them. | Garnish with chopped green onion, cilantro leaf, and a drizzle of fried garlic oil if desired.",https://pixabay.com/get/g47dde6ad12d93fa8684174ddb9befcfaf3d17ab3f0a305b6748bf52d5d77b3fae40f37cb781ba92ceab0521c0a74e89aa6a8bf13b713692860de2ed879284026_640.jpg,food_dataset_v2\recipe_images\3038_bamee_kiew_goong.jpg,True,True,AUTO_IMPORTED,0.95
2521,recipeapi,Bamee Kiew Moo,Egg Noodle with Pork Wonton Soup,Bamee Kiew Moo is a comforting Thai dish featuring egg noodles served with homemade pork wontons in a flavorful chicken broth. This soup is popular for its delicate balance of textures and savory taste.,medium,main,thai,,4,20,15,320,18,"Prepare the wonton filling by mixing ground pork, finely chopped garlic, chopped green onion, salt, white pepper, and a dash of soy sauce until well combined. | Place a small spoonful of filling onto the center of a wonton wrapper. Moisten the edges with water, fold into a triangle, pressing edges to seal, then bring two opposite corners together and press to form the wonton shape. Repeat for all filling. | Bring a pot of water to a boil and cook the wontons until they float to the surface, then remove with a slotted spoon and set aside. | In a separate pot, heat the chicken broth and add a pinch of white pepper, salt, and soy sauce to taste. Bring to a gentle simmer. | Cook the egg noodles in boiling water until al dente. Drain and rinse briefly under cold water to stop cooking. | Divide cooked egg noodles into serving bowls. Place cooked wontons on top of the noodles. | Ladle hot seasoned chicken broth over the noodles and wontons. | Garnish the soup with chopped green onion and fried garlic. Serve hot.",https://pixabay.com/get/g024f70fcbbf3d2daef198833af13ce77adc7b95d4da43ee58c8d92666de7cda519224b7e81e5523d1142164cfaca02c4_640.jpg,food_dataset_v2\recipe_images\2521_bamee_kiew_moo.jpg,True,True,AUTO_IMPORTED,0.95
3143,recipeapi,Bamee Kiew Moo Daeng,BBQ Pork Wonton Noodle,"Bamee Kiew Moo Daeng is a Thai-Chinese dish featuring egg noodles served with BBQ pork and wontons in a flavorful broth, combining delicate dumplings with savory roasted pork slices.",medium,main,thai,nut_free,2,20,15,450,28,"Prepare the wonton filling by mixing ground pork with finely chopped garlic, soy sauce, sesame oil, and salt until well combined. | Wrap the wonton filling in wonton wrappers, folding and sealing the edges with water to form wontons. | Bring a pot of water to a boil and cook the wontons until they float to the surface and are cooked through, about 4-5 minutes. Drain and set aside. | Cook egg noodles in boiling water until tender but firm to the bite. Drain and rinse with cold water to stop cooking. | In a separate pan, heat vegetable oil and briefly stir-fry the cooked noodles with light soy sauce and a pinch of white pepper to flavor. | Prepare the BBQ pork by slicing it thinly. | Assemble the dish by placing the noodles in a bowl, topping with boiled wontons, slices of BBQ pork, a few green leaves of bok choy or similar vegetable, and pouring hot broth over the top. | Garnish with chopped green onion and fried garlic. Serve with a side of chili sauce and vinegar with chopped chili for added flavor if desired.",https://pixabay.com/get/g6dc728674805dcb77c8afe91c51e1b95cff1a2be30159d11e09c08a4ce03af4e9da9a03fe88faa8d41acf2a544da251f_640.jpg,food_dataset_v2\recipe_images\3143_bamee_kiew_moo_daeng.jpg,True,True,AUTO_IMPORTED,0.95
2526,recipeapi,Bamee Ped,Duck Egg Noodle Soup,"Bamee Ped is a traditional Thai duck egg noodle soup featuring rich duck broth, tender egg noodles, roasted duck, and fresh herbs, offering a comforting and flavorful meal.",medium,soup,thai,halal|nut_free,2,20,90,550,35,"Prepare the duck broth by boiling duck bones with garlic, onion, and peppercorns for about 1 hour to extract a rich flavor, then strain the broth. | Cook the egg noodles in boiling water until just tender, then drain and set aside. | In a separate pan, roast or pan-fry duck meat until the skin is crisp and the meat is cooked through, then slice thinly. | Blanch leafy green vegetables in boiling water briefly, then drain. | In serving bowls, place cooked egg noodles and blanched vegetables. | Ladle hot duck broth over the noodles and vegetables. | Top with sliced roasted duck and garnish with fried garlic, chopped green onions, and fresh cilantro. | Serve with condiments like chili vinegar, soy sauce, and sugar on the side for individual taste adjustments.",https://pixabay.com/get/gaf4c6ce8eb4de17450a37ddb2c8a005271331b2576ba202e477bc62669a7ae61307c71c908110b1cc2bcba80b5e0d9f149d82798f5f649cb05461414069277d4_640.jpg,food_dataset_v2\recipe_images\2526_bamee_ped.jpg,True,True,AUTO_IMPORTED,0.95
2854,recipeapi,Banana Fritters,Kluay Kaek,"Banana Fritters (Kluay Kaek) is a popular Thai snack featuring banana slices coated in a sweet coconut batter and deep-fried until crispy and golden. This treat combines the natural sweetness of ripe bananas with a crunchy exterior, perfect for a quick dessert or snack.",easy,snack,thai,vegetarian|gluten_free|nut_free,4,10,15,220,2,"Peel and slice the ripe banana into medium thickness pieces. | In a mixing bowl, combine rice flour, all-purpose flour, sugar, and a pinch of salt. | Add coconut milk gradually to the dry ingredients while stirring until a smooth, thick batter forms. | Heat vegetable oil in a deep frying pan over medium heat. | Dip each banana slice into the batter ensuring it is well coated. | Carefully place the batter-coated banana slices into the hot oil. | Fry the banana fritters until golden brown and crispy on both sides, about 2-3 minutes per side. | Use a slotted spoon to remove the fritters and drain on paper towels to remove excess oil. | Serve the banana fritters warm as a snack or dessert.",https://pixabay.com/get/g0d0dd1a6d6326277e19d78e8ac19289ab0e6bcf50573c62225acab5bd844940ca3f53882283ebcde50db6dca6576e3e3_640.jpg,food_dataset_v2\recipe_images\2854_banana_fritters.jpg,True,True,AUTO_IMPORTED,0.95
2808,recipeapi,Banana Satay Sauce,Sate Gluay,"Banana satay sauce (Sate Gluay) is a creamy, slightly sweet Thai-inspired sauce made with banana and peanut butter, perfect as a dip or accompaniment for grilled dishes.",easy,sauce,thai,vegetarian|gluten_free|nut_free,4,10,,180,6,"Peel the banana and cut it into small pieces. | In a blender or food processor, combine the banana pieces, roasted peanut butter, coconut milk, soy sauce, brown sugar, garlic, lime juice, and chili powder. | Blend all ingredients until smooth and creamy. | Taste and adjust seasoning by adding more soy sauce for saltiness, lime juice for acidity, or chili powder for spiciness, as desired. | Transfer the sauce to a bowl and serve as a dip for grilled meat, tofu, or vegetables.",https://pixabay.com/get/g81aab963930298a65ebfab04420fdeba376cb4cc51d062149cf3ef9824c39fe3c74c3d787208beec531383af621a046c3619cfcbae1098965fae856226929c3a_640.jpg,food_dataset_v2\recipe_images\2808_banana_satay_sauce.jpg,True,True,AUTO_IMPORTED,0.95
2821,recipeapi,Banana in Coconut Milk,Gluay Buat Chi,"Gluay Buat Chi is a traditional Thai dessert featuring ripe bananas cooked gently in sweet coconut milk, delivering a creamy and naturally sweet treat.",easy,dessert,thai,vegetarian|gluten_free|nut_free,2,10,10,250,2,"Peel and slice the ripe banana into bite-sized pieces. | In a saucepan, combine the coconut milk, water, and sugar over medium heat. | Stir the mixture until the sugar dissolves and the coconut milk is warm. | Add the sliced bananas to the coconut milk mixture. | Cook gently for about 5 minutes until the bananas soften but do not become mushy. | Add a pinch of salt and stir to incorporate, enhancing the flavors. | Remove from heat and serve warm or at room temperature as a dessert.",https://pixabay.com/get/gba27a60dc77adff0314d9489dc73b8e4ee9bfe2953765da009059454f84eba1ab52322592b8988cc53ed9bebf045fa26eabb88a57f3d2e544c2919e31bfdb400_640.jpg,food_dataset_v2\recipe_images\2821_banana_in_coconut_milk.jpg,True,True,AUTO_IMPORTED,0.95
2629,recipeapi,Beef Satay Skewers,,"Beef satay skewers marinated in a fragrant coconut milk and spice mixture, grilled to perfection, and served as a popular Southeast Asian appetizer.",medium,appetizer,thai,gluten_free|nut_free|halal,4,20,10,290,25,"Cut the beef into thin strips about 1/2 inch wide and set aside. | In a bowl, combine coconut milk, curry powder, turmeric powder, ground coriander, ground cumin, sugar, soy sauce, and minced garlic to make the marinade. | Add the beef strips to the marinade and mix well to coat all pieces. Marinate for at least 1 hour in the refrigerator, preferably overnight for best flavor. | Soak wooden skewers in water for 30 minutes to prevent burning during cooking. | Thread the marinated beef strips onto the soaked skewers, folding the strips if necessary to fit. | Preheat a grill or grill pan to medium-high heat and lightly oil the grates. | Grill the beef skewers for about 2-3 minutes per side or until cooked through and slightly charred at the edges. | Serve the beef satay skewers hot with peanut sauce and cucumber relish if desired.",https://pixabay.com/get/gdb0440db6462fda35776e8d83ef56baf5f93ffa712e6ff755caf9e0e7030b8ae9320b0e4dde8c10a685486a118346894644e5c9712db3bc4bcf459451eb324d4_640.jpg,food_dataset_v2\recipe_images\2629_beef_satay_skewers.jpg,True,True,AUTO_IMPORTED,0.95
2916,recipeapi,Black Jelly Drink Nam Chao Kuay,,Black Jelly Drink Nam Chao Kuay is a popular refreshing Asian beverage featuring sweetened black herbal jelly served chilled in syrup. It's a cooling traditional drink enjoyed especially in warm climates.,easy,drink,thai,vegan|vegetarian|gluten_free|dairy_free|nut_free,4,15,15,80,,"Boil 1 liter of water in a saucepan. | Add 50 grams of black jelly powder to the boiling water, stirring continuously to dissolve completely. | Reduce heat and simmer the mixture for 10 minutes until it thickens slightly. | Remove from heat and let the jelly mixture cool to room temperature. | Pour the cooled jelly mixture into a large container and refrigerate for at least 2 hours until set. | In a separate bowl, mix 500 ml of cold water with 100 grams of sugar until fully dissolved to make the syrup. | Cut the set black jelly into small cubes. | Fill serving glasses halfway with black jelly cubes. | Add syrup to the glasses according to sweetness preference. | Top off each glass with cold water or ice cubes if desired. | Stir gently before serving to combine the jelly and syrup well.",https://pixabay.com/get/g2418794ef74fb85371575dd2a03597623f9617d1517fbdef9e3d69af7b5f98d582af48234d02073f5673a7597650f5db4d15713a84fd6a45a522182b7f960f91_640.jpg,food_dataset_v2\recipe_images\2916_black_jelly_drink_nam_chao_kuay.jpg,True,True,AUTO_IMPORTED,0.95
2816,recipeapi,Black Sticky Rice Pudding,Khao Niew Dam,"Black Sticky Rice Pudding, known as Khao Niew Dam in Thailand, is a traditional sweet dessert made from glutinous black rice cooked to a tender, sticky texture and combined with rich coconut milk and sugar for a creamy and naturally sweet treat.",medium,dessert,thai,vegetarian|vegan|gluten_free|nut_free|halal|kosher,4,10,60,250,4,"Rinse the black sticky rice thoroughly under cold water until the water runs clear to remove excess starch. | Soak the rinsed black sticky rice in water for at least 4 hours or overnight for best results. | Drain the soaked rice and transfer it to a steamer lined with cheesecloth or a clean kitchen towel. | Steam the rice over boiling water for about 45 minutes to 1 hour, or until the grains are tender and sticky, mixing halfway through to ensure even cooking. | While the rice is steaming, combine coconut milk, sugar, and salt in a saucepan and warm gently over medium heat, stirring until the sugar dissolves. Do not boil. | Once the rice is cooked, transfer it to a mixing bowl and gradually pour in the sweetened coconut milk, stirring gently to combine well. Allow the mixture to rest for 15 minutes so the rice absorbs the flavors. | To serve, spoon the black sticky rice pudding into dessert bowls, and optionally drizzle with extra coconut milk or garnish with toasted sesame seeds or sliced mango if desired.",https://pixabay.com/get/g0609e3087052f59545a1da4f54f9e9a91b100f7997196e289ad7b6f20e08807d195e9cffaffa70a53629e0d46249c1c5b2a3c35c85c33378df005f4d3b5060d2_640.jpg,food_dataset_v2\recipe_images\2816_black_sticky_rice_pudding.jpg,True,True,AUTO_IMPORTED,0.95
6703,recipeapi,Adana Turnip Juice,Adana şalgam,"Adana Turnip Juice, or Adana Şalgam, is a traditional fermented Turkish drink made from turnips, carrot, and bulgur wheat, known for its tangy, spicy flavor and often served with kebabs.",medium,drink,turkish,vegan|vegetarian|gluten_free|dairy_free|nut_free|halal|kosher,4,20,,30,1,"Peel and clean the black or purple turnips, then cut them into small pieces. | In a large jar or fermenting crock, combine the turnip pieces with chunks of carrot and bulgur wheat. | Add cold water and a pinch of salt to the mixture and stir well to dissolve the salt. | Cover the jar with a cloth and leave it to ferment at room temperature for about 5 to 7 days, stirring daily to ensure even fermentation. | Once fermented to your liking, strain the liquid through a fine sieve or cheesecloth into a clean bottle. | Keep the juice refrigerated and consume chilled as a refreshing traditional Turkish beverage, commonly served alongside kebabs.",https://pixabay.com/get/g21771bf8034efdf3ee9afc11c5ba7655b1f3f0760075bec009a9188a00c7f7b98b7298ed46378c74519eb5b6b99c0f08804307a83b5b906ee69f3a46fe512b04_640.jpg,food_dataset_v2\recipe_images\6703_adana_turnip_juice.jpg,True,True,AUTO_IMPORTED,0.95
7217,recipeapi,Adapazarı Islama Köfte,Adapazarı Soaked Meatball,"Adapazarı Islama Köfte is a traditional Turkish dish from the Adapazarı region featuring juicy meatballs soaked in a flavorful tomato and butter broth, typically served with bread to soak up the rich sauce.",medium,main,turkish,halal,4,20,20,450,28,"In a large bowl, combine minced beef, finely chopped onion, breadcrumbs, milk, egg, salt, pepper, and cumin. Mix well until the mixture is uniform and sticky. | Shape the mixture into medium-sized meatballs, about the size of a walnut, and set aside. | Heat olive oil in a frying pan over medium heat. Fry the meatballs, turning occasionally, until they are browned on all sides and cooked through, about 10-12 minutes. Remove and keep warm. | Prepare the soaking broth by heating water, tomato paste, melted butter, salt, and pepper in a separate pan. Bring to a gentle simmer and let the flavors combine. | Place the fried meatballs in the simmering tomato broth and allow them to soak for 5 minutes so they absorb the sauce. | Serve the soaked meatballs on fresh or toasted Turkish bread slices, pouring some of the broth over the top for added flavor. | Garnish with fresh parsley and serve hot alongside grilled green peppers and lemon wedges if desired.",https://pixabay.com/get/ga72bbd278aadc4846c644604826c14a7eb8e84d874c596710d9b40a3e947f9ee821e5869815a41ff5eef7c3be489f58c_640.jpg,food_dataset_v2\recipe_images\7217_adapazarı_islama_köfte.jpg,True,True,AUTO_IMPORTED,0.95
7222,recipeapi,Aegean Olive Oil Dishes,,"A traditional Aegean vegetarian dish made by simmering a medley of fresh vegetables gently in olive oil, accented with herbs and tomato, typical of the Turkish Aegean coastline cuisine.",medium,main,turkish,vegetarian|vegan|gluten_free|nut_free|halal|kosher,4,20,50,220,4,"Prepare vegetables: peel and slice eggplant, zucchini, carrot, and potato into approximately 1 cm thick pieces. | Chop onion and garlic finely. | In a large pot, heat olive oil over medium heat and sauté onion and garlic until translucent. | Add chopped vegetables: eggplant, zucchini, carrot, potato, and green beans to the pot. | Stir well and cook for about 5 minutes to soften vegetables slightly. | Add peeled and chopped tomatoes, tomato paste, and water to the vegetables. | Season the mixture with salt, pepper, and dried oregano and thyme. | Bring the mixture to a boil, then reduce heat to low, cover, and let it simmer gently for approximately 40 minutes until all vegetables are tender. | Before serving, stir in chopped fresh parsley and a splash of lemon juice for brightness. | Serve warm or at room temperature, typically accompanied by crusty bread or rice.",https://pixabay.com/get/g77a6134c517dbff97cf08ad03101a0b80d3291c4b75c67ed1667646471c5697e6f3ea344b24b69aa4ef2b2f1984f3d796563a9cae10d3c09d7ee5e7c4a65071b_640.jpg,food_dataset_v2\recipe_images\7222_aegean_olive_oil_dishes.jpg,True,True,AUTO_IMPORTED,0.95
6793,recipeapi,Afyon Kaymak,Afyon Clotted Cream,"Afyon Kaymak is a traditional Turkish clotted cream made by gently simmering whole milk to form a rich, thick cream layer, famous in the Afyon region for its creamy texture and delicate flavor.",medium,dessert,turkish,vegetarian|gluten_free|nut_free,6,15,180,220,6,"Pour 2 liters of whole milk into a wide, shallow pan and heat it gently over low to medium heat until it reaches just below boiling point, about 90°C (195°F). | Maintain this temperature, allowing the milk to simmer gently without boiling over for about 2 to 3 hours, during which a thick layer of cream (kaymak) forms on the surface. | Carefully skim the thickened cream layer using a slotted spoon or a small strainer and transfer it to a clean container. | Cool the collected clotted cream to room temperature, then cover and refrigerate it for at least 12 hours to allow it to thicken and develop flavor. | Serve the Afyon kaymak chilled or at room temperature, traditionally accompanied by honey, fresh bread, or desserts. | Optionally, stir gently before serving to achieve a smooth texture.",,,True,True,AUTO_IMPORTED,0.95
7204,recipeapi,Afyon Kaymakli Ekmek Kadayifi,Afyon Cream Bread Dessert,"Afyon Kaymakli Ekmek Kadayifi is a traditional Turkish dessert from Afyon featuring layers of shredded bread soaked in sweet syrup and rich kaymak (clotted cream), baked to perfection and chilled for a creamy, sweet treat.",medium,dessert,turkish,,6,20,25,380,7,"Preheat the oven to 180°C (350°F). | Cut the ekmek kadayifi bread horizontally into two layers. | In a saucepan, mix sugar and water to make a syrup and bring it to a boil until slightly thickened. Remove from heat and add a few drops of lemon juice; let it cool. | Place the bottom layer of the bread in a baking dish and pour half of the cooled syrup over it to soak. | Spread kaymak (clotted cream) evenly over the soaked bread layer. | Cover the cream layer with the top bread layer and pour the remaining syrup over the top. | Bake in the preheated oven for about 20 minutes until the dessert is heated through and syrup is absorbed. | Remove from oven and let it cool to room temperature. | Chill in the refrigerator for at least 2 hours before serving. | Optionally garnish with crushed pistachio or walnut before serving.",https://pixabay.com/get/ga7ed85c34257f0112529eea3a042ee1f696bf2fffdec1682a278db170b23777925d9ec0b0b38e297e78c526fa84f64a2a8ebc2808378a2af0e8f38817eee4af8_640.jpg,food_dataset_v2\recipe_images\7204_afyon_kaymakli_ekmek_kadayifi.jpg,True,True,AUTO_IMPORTED,0.95
6753,recipeapi,Afyon Sucuk,Afyon Garlic Sausage Specialty,"Afyon Sucuk is a traditional Turkish garlic-flavored dry cured sausage from the Afyon region, known for its rich spices and long curing process, producing a deeply flavorful sausage.",hard,main,turkish,,8,45,20160,250,20,"Mix ground beef with minced garlic, ground cumin, ground paprika, red pepper flakes, ground black pepper, and salt in a large bowl. | Add crushed red pepper and cold water to the mixture, then knead thoroughly to combine all ingredients well. | Stuff the seasoned meat mixture into natural sausage casings evenly, tying the ends securely. | Hang the sausages in a cool, dry, well-ventilated place for about 3 to 4 weeks to dry and cure, allowing the flavors to develop. | Once cured, slice the sucuk thinly and cook by frying or grilling until slightly browned and aromatic. | Serve as a breakfast side, appetizer, or incorporate into recipes like pide or omelets.",https://pixabay.com/get/g750d3b819ba85f44fc0ceb173b85de67b20c30dd6722ed1b71207701e474824d9f3abc8202eddc3960d925034f2e058a_640.jpg,food_dataset_v2\recipe_images\6753_afyon_sucuk.jpg,True,True,AUTO_IMPORTED,0.95
7215,recipeapi,Agri Abdigor Meatball,Agri Style Meatball,"Agri Abdigor meatball is a traditional Turkish dish from the Agri region, known for its rich flavor and use of fragrant spices, featuring seasoned ground beef formed into meatballs and pan-fried to perfection.",medium,main,turkish,halal|nut_free,4,15,15,350,25,"In a large bowl, combine ground beef with finely chopped onion, garlic, and soaked breadcrumb. | Add finely chopped parsley, red pepper flakes, salt, black pepper, and cumin to the meat mixture. | Mix all ingredients thoroughly by hand until well combined and the mixture becomes slightly sticky. | Shape the mixture into small oval meatballs, about the size of a walnut. | Heat vegetable oil in a frying pan over medium heat. | Add the meatballs to the pan, making sure not to overcrowd them. | Cook the meatballs for about 10-12 minutes, turning occasionally to brown all sides and ensure they are cooked through. | Once cooked, remove meatballs from the pan and drain excess oil on paper towels. | Serve the Agri Abdigor meatballs hot, garnished with extra parsley and accompanied by yogurt or bread if desired.",https://pixabay.com/get/gc73bc27f054d10cd8b947d4b931c9f37d2b20eb576f312874cd994854540dfb0e990211bc89eea059200408281a9c422_640.jpg,food_dataset_v2\recipe_images\7215_agri_abdigor_meatball.jpg,True,True,AUTO_IMPORTED,0.95
6935,recipeapi,Ahtapot Guvec,Octopus Clay Pot,"Ahtapot Guvec is a traditional Turkish octopus dish cooked slowly in a clay pot with vegetables and herbs, resulting in a tender, flavorful seafood stew.",medium,main,turkish,gluten_free|nut_free,4,20,90,280,30,"Clean the octopus thoroughly under cold running water and cut it into large pieces. | Place the octopus pieces in a bowl with red wine and a pinch of salt, then let it marinate for about 1 hour to tenderize and add flavor. | Preheat the oven to 180°C (350°F). | Heat a tablespoon of olive oil in a large skillet over medium heat, then sauté finely chopped onion and garlic until translucent. | Add diced tomato and continue to cook until the mixture thickens slightly. | Add the marinated octopus pieces to the skillet and cook for 5 minutes to combine flavors. | Transfer the octopus mixture into a clay pot. | Add sliced bell peppers, diced potato, sliced carrots, and chopped parsley on top. | Season with salt, black pepper, and a pinch of dried oregano. | Drizzle with olive oil and pour a small amount of water or octopus marinade to maintain moisture during cooking. | Cover the clay pot with its lid or aluminum foil and place it in the preheated oven. | Bake for about 1.5 hours or until the octopus is tender and the vegetables are cooked through. | Remove from the oven, let it rest for a few minutes, then serve hot directly from the clay pot.",,,True,True,AUTO_IMPORTED,0.95
7266,recipeapi,Ahtapot Izgara,Grilled Octopus,"Ahtapot Izgara is a traditional Turkish dish featuring tender octopus grilled to smoky perfection, served with olive oil, lemon, and fresh herbs for a simple yet flavorful seafood experience.",medium,main,turkish,gluten_free|dairy_free|nut_free|halal,4,20,65,210,30,"Clean the octopus thoroughly under cold running water, removing the beak and any ink sacs if present. | Bring a large pot of salted water to a boil and blanch the octopus by dipping it in and out three times before submerging it completely. | Reduce the heat and simmer the octopus gently for about 45-60 minutes until tender when pierced with a fork. | Remove the octopus from the water and let it cool slightly. Cut the tentacles and head into large pieces suitable for grilling. | Preheat the grill to medium-high heat. | Brush the octopus pieces with olive oil and season with salt and pepper. | Grill the octopus pieces for 3-4 minutes on each side until charred and slightly crispy on the edges. | Remove from the grill and sprinkle with freshly chopped parsley, a squeeze of lemon juice, and drizzle with additional olive oil before serving.",,,True,True,AUTO_IMPORTED,0.95
6353,recipeapi,Ahtapot Salatasi,Octopus Salad,"Ahtapot Salatasi is a traditional Turkish octopus salad featuring tender boiled octopus mixed with fresh herbs, olives, and a tangy lemon-olive oil dressing. It is a refreshing and flavorful appetizer popular along the Turkish coast.",medium,appetizer,turkish,gluten_free|dairy_free|halal|nut_free,4,20,40,180,25,"Clean the octopus thoroughly under cold running water to remove any debris. | Bring a large pot of salted water to a boil and add the octopus. Boil gently for about 30-40 minutes, or until the octopus is tender when pierced with a fork. | Remove the octopus from the water and let it cool to room temperature. | Once cooled, cut the octopus into bite-sized pieces. | In a bowl, combine the octopus pieces with thinly sliced red onion, chopped fresh parsley, and sliced black olives. | In a separate small bowl, whisk together olive oil, freshly squeezed lemon juice, minced garlic, salt, and black pepper to make the dressing. | Pour the dressing over the octopus mixture and toss well to combine. | Let the salad marinate in the refrigerator for at least 1 hour before serving to allow flavors to meld. | Serve the octopus salad chilled or at room temperature, garnished with additional parsley and lemon wedges if desired.",,,True,True,AUTO_IMPORTED,0.95
